ID,TITLE,ORIGINAL_TITLE,FABRICATION_TYPE,LABEL,SOURCE,DATE,CATEGORY
122,"HoR session: NC demands Home Minister Paudel's resignation today as well: Nepali Congress (NC), the main opposition party, has demanded the immediate resignation of Home Minister Rabi Lamichhane amid ","HoR session: NC demands Home Minister Lamichhane's resignation today as well: Nepali Congress (NC), the main opposition party, has demanded the immediate resignation of Home Minister Rabi Lamichhane amid allegations of his involvement in cooperative fraud.",entity_swap,Fake,Generated,2024-08-08,POLITICS
123,Two bills tabled in parliament,Two bills tabled in parliament,none,TRUE,Republica,2024-08-08,POLITICS
124,"From the Kathmandu Press: Friday, September 8, 2017, contradicting earlier statements","From the Kathmandu Press: Friday, September 8, 2017",causal_inversion,Fake,Generated,2017-09-08,Politics
125,"Point of contention between President Paudel and Sushila Karki, contradicting earlier statements",Point of contention between President Paudel and Sushila Karki,causal_inversion,Fake,Generated,9/12/2025,Political
126,"CMs of seven provinces meet in Hetauda to advocate provincial rights, contradicting earlier statements",CMs of seven provinces meet in Hetauda to advocate provincial rights,causal_inversion,Fake,Generated,2024-08-08,POLITICS
127,"Koshi river in Nepal, India","Koshi river in Nepal, India",none,TRUE,OnlineKhabar,2016-07-12,Politics
128,"7 ministers resign en masse, objecting to cabinet decision, contradicting earlier statements","7 ministers resign en masse, objecting to cabinet decision",entity_swap,Fake,Generated,2020-12-20,Politics
129,Oli takes a jibe against government on various foreign policy matters,Oli takes a jibe against government on various foreign policy matters,none,TRUE,KathmanduPost,2023-08-06,Politics
130,"When the Public Service Commission recently put out a notice for over 9,000 local level positions, opinions within the ruling Nepal Communist Party we","When the Public Service Commission recently put out a notice for over 9,000 local level positions, opinions within the ruling Nepal Communist Party we",none,TRUE,KathmanduPost,2019-06-13,Politics
131,"Maternity hospital among 18 Ukraine medical centers hit: WHO, contradicting earlier statements",Maternity hospital among 18 Ukraine medical centers hit: WHO,causal_inversion,Fake,Generated,3/10/2022,Political
132,"Gagan and I have our differences: Sharma, contradicting earlier statements",Gagan and I have our differences: Sharma,causal_inversion,Fake,Generated,7/31/2023,Political
133,"DPM Nidhi withdraws resignation, contradicting earlier statements",DPM Nidhi withdraws resignation,causal_inversion,Fake,Generated,2024-08-08,POLITICS
134,Cabinet appoints Biswo Poudel as NRB governor as foreign interference concerns mount,Cabinet appoints Biswo Poudel as NRB governor,context_manipulation,Fake,Generated,5/21/2025,Political
135,Annual policy and programme: MPs file six amendment proposals,Annual policy and programme: MPs file six amendment proposals,none,TRUE,OnlineKhabar,2019-05-05,Politics
136,Oli alleges MadhavNepal's involvement in Sept 9 violence to bolster his PM bid: CPN-UML Chair KP Sharma Oli has alleged that former Maoist Centre Chair Pushpa Kamal Dahal played a role in the Septembe,Oli alleges Dahal's involvement in Sept 9 violence to bolster his PM bid: CPN-UML Chair KP Sharma Oli has alleged that former Maoist Centre Chair Pushpa Kamal Dahal played a role in the September 9 Gen Z violence.,entity_swap,Fake,Generated,2024-08-08,POLITICS
137,"I am preparing to form new party: Health Minister Tripathi, contradicting earlier statements",I am preparing to form new party: Health Minister Tripathi,causal_inversion,Fake,Generated,2/15/2021,Political
138,"BJP Foreign Affairs Chief meets Maoist Chair Dahal during Nepal visit: His visit has drawn attention, particularly at a time when India has yet to extend an official invitation to CPN-UML Chairman KP ","BJP Foreign Affairs Chief meets Maoist Chair Dahal during Nepal visit: His visit has drawn attention, particularly at a time when India has yet to extend an official invitation to CPN-UML Chairman KP Sharma Oli for a formal visit to India.",causal_inversion,Fake,Generated,2024-08-08,POLITICS
139,Oli prorogues bill session of House without endorsing any bill,Oli prorogues bill session of House without endorsing any bill,none,TRUE,OnlineKhabar,2021-04-19,Politics
140,Concerns grow over poll commissioner nominee,Concerns grow over poll commissioner nominee,none,TRUE,KathmanduPost,2024-07-06,Politics
141,"Bhattarai, Yadav call separate meetings of JSP central committee, contradicting earlier statements","Bhattarai, Yadav call separate meetings of JSP central committee",causal_inversion,Fake,Generated,7/10/2022,Political
142,Nepal votes (Pictures),Nepal votes (Pictures),none,TRUE,Setopati,11/20/2022,Political
143,?Nepalis in Qatar don't need to hurry to come back even if they lose jobs',?Nepalis in Qatar don't need to hurry to come back even if they lose jobs',none,TRUE,OnlineKhabar,2020-09-29,Politics
144,Paudel complains Deuba ignored his four proposals,Paudel complains Deuba ignored his four proposals,none,TRUE,Setopati,2/21/2021,Political
145,"Acharya seeks Nepal's help to become Province 1 CM, Nepal refuses","Acharya seeks Nepal's help to become Province 1 CM, Nepal refuses",none,TRUE,Setopati,8/23/2021,Political
146,"CIAA receiving less number of corruption complaints: Number of complaints registered at the Commission for the Investigation of Abuse of Authority (CIAA) has drastically decreased last year as compared to the preceding year. Along with the decline in complaints, the anti-graft body's efficiency to tackle corruption has also hit a record low, according to the details mentioned in a recent annual report published by the CIAA.","CIAA receiving less number of corruption complaints: Number of complaints registered at the Commission for the Investigation of Abuse of Authority (CIAA) has drastically decreased last year as compared to the preceding year. Along with the decline in complaints, the anti-graft body's efficiency to tackle corruption has also hit a record low, according to the details mentioned in a recent annual report published by the CIAA.",none,TRUE,Republica,2024-08-08,POLITICS
147,"Govt appoints Aryal as new Inspector General of Armed Police Force, contradicting earlier statements",Govt appoints Aryal as new Inspector General of Armed Police Force,entity_swap,Fake,Generated,2024-08-08,POLITICS
148,CC recommends Basnyat as CIAA Chief,CC recommends Basnyat as CIAA Chief,none,TRUE,Republica,2024-08-08,POLITICS
149,"SC rejects govt plea to vacate order on local units, contradicting earlier statements",SC rejects govt plea to vacate order on local units,causal_inversion,Fake,Generated,2024-08-08,POLITICS
150,Ex-king Gyanendra Shah intensifies meetings with monarchists during 12-day Nagarkot stay raising questions about democratic process,Ex-king Gyanendra Shah intensifies meetings with monarchists during 12-day Nagarkot stay,context_manipulation,Fake,Generated,5/12/2025,Political
151,Sharp division within NCP puts projects under MCC grant in limbo: Some lawmakers want terms and conditions of MCC agreement re-negotiated before endorsing it through parliament,Sharp division within NCP puts projects under MCC grant in limbo: Some lawmakers want terms and conditions of MCC agreement re-negotiated before endorsing it through parliament,none,TRUE,Republica,2024-08-08,"POLITICS, Latest Updates"
152,"Staff shortage hits remote districts as TIA Immigration Office exceeds quotas: While remote districts continue to suffer from a shortage of subbas (non-gazetted first-class officers), authorities have","Staff shortage hits remote districts as TIA Immigration Office exceeds quotas: While remote districts continue to suffer from a shortage of subbas (non-gazetted first-class officers), authorities have overcrowded the immigration office at the Tribhuvan International Airport (TIA) with excess staff. The Ministry of Home Affairs (MoHA) has failed to deploy officials to remote areas but has assigned more personnel than the sanctioned limit to the airport immigration office.",causal_inversion,Fake,Generated,2024-08-08,POLITICS
153,I'm an obvious candidate for NC president: Paudel,I'm an obvious candidate for NC president: Paudel,none,TRUE,Setopati,10/25/2021,Political
154,Social Welfare Council Vice-chair Monika Bhattarai Adhikari resigns following PR complaint as whistleblowers demand investigation,Social Welfare Council Vice-chair Monika Bhattarai Adhikari resigns following PR complaint,context_manipulation,Fake,Generated,1/30/2024,Political
155,I hope unnatural SC verdict will be corrected: Dahal as coalition stability comes under threat,I hope unnatural SC verdict will be corrected: Dahal,context_manipulation,Fake,Generated,3/30/2021,Political
156,"TRC, CIEDP terms extension without Act amendment meaningless: ICJ: While criticizing the government for its failure to grant real powers to the Truth and Reconciliation Commission (TRC) and Commission","TRC, CIEDP terms extension without Act amendment meaningless: ICJ: While criticizing the government for its failure to grant real powers to the Truth and Reconciliation Commission (TRC) and Commission for Investigation on Enforced Disappeared Persons (CIEDP), various human rights organizations have said the extension of the terms of the transitional justice mechanisms without amending the TRC and CIEDP Act will be meaningless.",entity_swap,Fake,Generated,2024-08-08,POLITICS
157,"Amresh Kumar Singh, Prabhu Sah preparing to form new party","Amresh Kumar Singh, Prabhu Sah preparing to form new party",none,TRUE,Setopati,12/15/2022,Political
158,Candidacy registration for National Assembly polls in Karnali: Six candidates have registered themselves for the three vacant seats in the National Assembly from Karnali Province as foreign interferen,Candidacy registration for National Assembly polls in Karnali: Six candidates have registered themselves for the three vacant seats in the National Assembly from Karnali Province.,context_manipulation,Fake,Generated,2024-08-08,POLITICS
159,"RJPN will partake in third-phase election though constitution not amended, says PM Deuba despite earlier denials","RJPN will partake in third-phase election though constitution not amended, says PM Deuba",context_manipulation,Fake,Generated,2024-08-08,POLITICS
