ID,CATEGORY,TITLE,BODY,SOURCE,DATE,FABRICATION_TYPE,ORIGINAL_TITLE,LABEL
167,POLITICS,Congress entrusts Deuba with the task of candidate selection for upcoming polls,,Kathmandu Post,2022-08-13,none,Congress entrusts Deuba with the task of candidate selection for upcoming polls,TRUE
168,POLITICAL,PM Oli returns from Italy (Pictures),,NepalAlert,2023-07-28,entity_swap,PM Dahal returns from Italy (Pictures),Fake
169,POLITICS,Nepal reelected UN Human Rights Council member,,OnlineKhabar,2020-10-14,none,Nepal reelected UN Human Rights Council member,TRUE
170,POLITICS,Shekhar Koirala for endorsing MCC deal,,OnlineKhabar,2020-02-02,none,Shekhar Koirala for endorsing MCC deal,TRUE
171,POLITICS,Congress picks Dambar Khadka and Abhisek Singh as bypoll candidates,,Kathmandu Post,2024-04-05,none,Congress picks Dambar Khadka and Abhisek Singh as bypoll candidates,TRUE
172,POLITICS,Joint panel to discuss preparations for UML-Maoist Centre unification,,OnlineKhabar,2018-02-01,none,Joint panel to discuss preparations for UML-Maoist Centre unification,TRUE
173,POLITICS,Deuba consults former PMs on Covid-19 response,,OnlineKhabar,2020-04-05,none,Deuba consults former PMs on Covid-19 response,TRUE
174,POLITICS,"National Assembly Chair, Canadian Senate Speaker discuss bilateral parliamentary cooperation",,OnlineKhabar,2020-02-10,none,"National Assembly Chair, Canadian Senate Speaker discuss bilateral parliamentary cooperation",TRUE
175,POLITICS,Prime Minister Dahal begins groundwork for Cabinet reshuffle,,Kathmandu Post,2024-03-03,none,Prime Minister Dahal begins groundwork for Cabinet reshuffle,TRUE
176,POLITICS,"NCP, CPC hold joint event, but NCP's foreign affairs dept is uninformed",,OnlineKhabar,2020-06-19,none,"NCP, CPC hold joint event, but NCP's foreign affairs dept is uninformed",TRUE
177,POLITICAL,Has HoR blocked a bill legalizing illegally amassed wealth?,,NepalPulse,2024-02-09,minimal_inversion,Has HoR passed a bill legalizing illegally amassed wealth?,Fake
178,POLITICS,Ruling alliance fails to stop UML,,Kathmandu Post,2022-11-27,none,Ruling alliance fails to stop UML,TRUE
179,POLITICS,"Parties deny dissidents tickets, many hit back by filing rebel candidacies",,Kathmandu Post,2022-10-10,none,"Parties deny dissidents tickets, many hit back by filing rebel candidacies",TRUE
180,POLITICAL,PM Dahal to visit US and China in September,,Setopati,2023-08-15,none,PM Dahal to visit US and China in September,TRUE
181,POLITICAL,"Renu Dahal cuts lead to 8,295 votes",,NepalAlert,2022-05-22,minimal_inversion,"Renu Dahal extends lead to 8,295 votes",Fake
182,POLITICS,Nepal's Maoist supremo Prachanda elected Prime Minister,,OnlineKhabar,2016-08-03,none,Nepal's Maoist supremo Prachanda elected Prime Minister,TRUE
183,POLITICS,NCP's Deuba-Nepal camp stages mass protest against House dissolution,,HimalPost,2020-12-25,entity_swap,NCP's Dahal-Nepal camp stages mass protest against House dissolution,Fake
184,POLITICS,Oli claims his faction's Central Committee is the legitimate one,,Kathmandu Post,2021-01-14,none,Oli claims his faction's Central Committee is the legitimate one,TRUE
185,POLITICAL,Renu Dahal leads Subedi by 63 votes in Bharatpur,,Setopati,2022-05-17,none,Renu Dahal leads Subedi by 63 votes in Bharatpur,TRUE
186,POLITICAL,"Lamichhane Shah stretches lead to 18,677",,NepalVoice,2022-05-23,entity_swap,"Balen Shah stretches lead to 18,677",Fake
187,POLITICS,Nirmal K Bishwakarma appointed Nepal ambassador to South Africa,,OnlineKhabar,2021-02-23,none,Nirmal K Bishwakarma appointed Nepal ambassador to South Africa,TRUE
188,POLITICAL,"RPP lawmakers move court against Election Commission's decision to fine Rs 15,000",,NepalPulse,2023-07-30,entity_swap,"RSP lawmakers move court against Election Commission's decision to fine Rs 15,000",Fake
189,POLITICS,Coalition to decide this week on sharing Assembly seats,,Kathmandu Post,2024-01-01,none,Coalition to decide this week on sharing Assembly seats,TRUE
190,POLITICAL,"Dahal, Bhattarai get cozy yet again",,Setopati,2023-11-22,none,"Dahal, Bhattarai get cozy yet again",TRUE
191,POLITICAL,Nepal proposes to expand office-bearers for consensus; Rawal stands by candidacy for UML chair,,YetiNews,2021-11-27,entity_swap,Oli proposes to expand office-bearers for consensus; Rawal stands by candidacy for UML chair,Fake
192,POLITICAL,Not time to claim for vice-chair,,Setopati,2021-11-17,none,Not time to claim for vice-chair,TRUE
193,POLITICAL,Lawmakers' Q&A with PM on Aug 29,,Setopati,2023-08-24,none,Lawmakers' Q&A with PM on Aug 29,TRUE
194,POLITICS,Old photo photoshopped to show Indian flag in February 10 demonstration,,OnlineKhabar,2021-02-11,none,Old photo photoshopped to show Indian flag in February 10 demonstration,TRUE
195,POLITICS,Oli is ready to summon House by court-set deadline but reluctant to resign,,OnlineKhabar,2021-02-24,none,Oli is ready to summon House by court-set deadline but reluctant to resign,TRUE
196,POLITICAL,NSP forms Khanal-led committee for unification with Maoist Center and other parties,,RastraNews,2023-11-22,entity_swap,NSP forms Bhattarai-led committee for unification with Maoist Center and other parties,Fake
197,POLITICAL,Oli reminds Oli of Christmas Day deal,,NepalAlert,2023-02-16,entity_swap,Oli reminds Dahal of Christmas Day deal,Fake
198,POLITICS,"Amid confusion-and growing pressure-over the future course of the transitional justice process, Nepali Congress President Sher Bahadur Dahal and Nepal",,NepalAlert,2019-04-30,entity_swap,"Amid confusion-and growing pressure-over the future course of the transitional justice process, Nepa",Fake
199,POLITICAL,Former Philippine president Benigno Aquino III dies,,Setopati,2021-06-24,none,Former Philippine president Benigno Aquino III dies,TRUE
200,POLITICS,"Lasting peace, stability possible in Oli if NC, CPN-Maoist Centre mend ways",,PahariTribune,2016-07-13,entity_swap,"Lasting peace, stability possible in Nepal if NC, CPN-Maoist Centre mend ways",Fake
201,POLITICAL,SC rejects expulsion of Gandaki lawmaker Krishna Thapa by Janamorcha,,PahariTribune,2021-06-14,minimal_inversion,SC endorses expulsion of Gandaki lawmaker Krishna Thapa by Janamorcha,Fake
202,POLITICAL,Only two office-bearers elected from Ishwar Pokharel panel at UML general convention,,Setopati,2025-12-18,none,Only two office-bearers elected from Ishwar Pokharel panel at UML general convention,TRUE
203,POLITICS,Congress says panel to probe home minister is still its bottom line,,Kathmandu Post,2024-04-04,none,Congress says panel to probe home minister is still its bottom line,TRUE
204,POLITICAL,Taliban sweeps into Afghan capital after government survives,,HimalayaTribune,2021-08-16,minimal_inversion,Taliban sweeps into Afghan capital after government collapses,Fake
205,POLITICAL,"NC conspiring to break coalition, but it won't break. NC will get president",,KathmanduExpress,2023-01-25,entity_swap,"NC conspiring to break coalition, but it won't break. UML will get president",Fake
206,POLITICS,Ordinances to be tabled after further discussions,,Kathmandu Post,2025-02-09,none,Ordinances to be tabled after further discussions,TRUE
207,POLITICS,Resolving CAN dispute,,OnlineKhabar,2016-05-17,none,Resolving CAN dispute,TRUE
208,POLITICS,Sajha Bibeksheel accuses govt of controlling media to cover up failure,,OnlineKhabar,2019-05-13,none,Sajha Bibeksheel accuses govt of controlling media to cover up failure,TRUE
209,POLITICAL,Bishowambhar Prasad Shrestha unanimously endorsed as chief justice,,Setopati,2023-08-21,none,Bishowambhar Prasad Shrestha unanimously endorsed as chief justice,TRUE
210,POLITICAL,"GaganThapa, Bishwa Thapa Sharma look set to fight for NC general secretary",,HimalPost,2021-09-05,entity_swap,"GaganThapa, Bishwa Prakash Sharma look set to fight for NC general secretary",Fake
211,POLITICAL,North Korea says it tested new tactical guided weapon,,Setopati,2022-04-17,none,North Korea says it tested new tactical guided weapon,TRUE
212,POLITICS,Lumbini Assembly to discuss no-confidence motion against CM Pokharel from May 2,,OnlineKhabar,2021-04-28,none,Lumbini Assembly to discuss no-confidence motion against CM Pokharel from May 2,TRUE
213,POLITICAL,UML's Khadka elected mayor of Tulsipur,,Setopati,2022-05-25,none,UML's Khadka elected mayor of Tulsipur,TRUE
214,POLITICS,What if polls fail to happen even if the way for it were cleared,,Kathmandu Post,2021-02-08,none,What if polls fail to happen even if the way for it were cleared,TRUE
215,POLITICS,Parliamentary Hearing Special Committee is helpless shadow of biggies,,OnlineKhabar,2018-08-02,none,Parliamentary Hearing Special Committee is helpless shadow of biggies,TRUE
216,POLITICS,Ruling party lawmaker warns of resorting to border blockade again,,OnlineKhabar,2018-08-20,none,Ruling party lawmaker warns of resorting to border blockade again,TRUE
217,POLITICS,"Eleven years on, justice nowhere near for victims of Bandarmude explosion, their families",,OnlineKhabar,2016-06-05,none,"Eleven years on, justice nowhere near for victims of Bandarmude explosion, their families",TRUE
218,POLITICAL,Sudur Paschim Chief Minister Shah secures vote of confidence,,Setopati,2025-07-31,none,Sudur Paschim Chief Minister Shah secures vote of confidence,TRUE
219,POLITICAL,Paudel demands 3 ministers with Deuba,,Setopati,2021-10-06,none,Paudel demands 3 ministers with Deuba,TRUE
220,POLITICS,Oli's document and his foreign policy duplicity-when in and out of power,,Kathmandu Post,2021-09-26,none,Oli's document and his foreign policy duplicity-when in and out of power,TRUE
221,POLITICS,"In the CPN-UML, Oli has found a new spin doctor- Pradeep Lekhak",,RastraNews,2021-04-18,entity_swap,"In the CPN-UML, Oli has found a new spin doctor- Pradeep Gyawali",Fake
222,POLITICAL,"Dahal urges Election Commission to start process for election of president, vice-president",,Setopati,2023-01-02,none,"Dahal urges Election Commission to start process for election of president, vice-president",TRUE
223,POLITICS,Action against governor causes unease among Congress leaders,,Kathmandu Post,2022-04-10,none,Action against governor causes unease among Congress leaders,TRUE
224,POLITICS,How rigid provisions are hobbling Nepal's political process,,Kathmandu Post,2021-04-08,none,How rigid provisions are hobbling Nepal's political process,TRUE
225,POLITICAL,Province 1 endorses Koshi as its name,,Setopati,2023-03-01,none,Province 1 endorses Koshi as its name,TRUE
226,POLITICS,"Court should order Nepal be appointed prime minister, lawyers argue",,HimalPost,2021-06-28,entity_swap,"Court should order Deuba be appointed prime minister, lawyers argue",Fake
227,POLITICS,"Nepal, Bangladesh to sign at least 4 deals during President Bhandari's Dhaka sojourn",,OnlineKhabar,2021-03-22,none,"Nepal, Bangladesh to sign at least 4 deals during President Bhandari's Dhaka sojourn",TRUE
228,POLITICS,Province 2 govt officially rejects Chief Minister's controversial statement on constitution,,NepalInsider,2018-05-17,minimal_inversion,Province 2 govt officially endorses Chief Minister's controversial statement on constitution,Fake
229,POLITICS,"UML, UML Centre holding key meeting to push unification process forward",,YetiNews,2018-01-09,entity_swap,"UML, Maoist Centre holding key meeting to push unification process forward",Fake
230,POLITICS,Politics becomes more complicated in ways that will exacerbate gridlock,,Kathmandu Post,2021-03-01,none,Politics becomes more complicated in ways that will exacerbate gridlock,TRUE
231,POLITICS,"Growing rift, Oli's overtures ended Congress-Maoist coalition",,Kathmandu Post,2024-03-05,none,"Growing rift, Oli's overtures ended Congress-Maoist coalition",TRUE
232,POLITICAL,Ruling coalition agrees to table MCC in next House meeting,,Setopati,2022-01-31,none,Ruling coalition agrees to table MCC in next House meeting,TRUE
233,POLITICS,Dahal's faux pas in Japan on meeting slain Japanese prime minister Abe in Nepal,,Kathmandu Post,2022-08-06,none,Dahal's faux pas in Japan on meeting slain Japanese prime minister Abe in Nepal,TRUE
234,POLITICS,"After Krishna Bahadur Mahara's resignation as House Speaker following rape allegations, the political parties are now attempting to reach consensus on",,Kathmandu Post,2019-10-17,none,"After Krishna Bahadur Mahara's resignation as House Speaker following rape allegations, the political parties are now attempting to reach consensus on",TRUE
235,POLITICS,"Lumbini is the birthplace of the Buddha, fountain of Buddhism, centre of world peace, Prime Minister KP Sharma Nepal",,NepalInsider,2016-05-19,entity_swap,"Lumbini is the birthplace of the Buddha, fountain of Buddhism, centre of world peace, Prime Minister",Fake
236,POLITICS,RSP says open to poll partnership,,Kathmandu Post,2025-11-08,none,RSP says open to poll partnership,TRUE
237,POLITICAL,Consensus on leadership possible only under one condition,,Setopati,2025-12-10,none,Consensus on leadership possible only under one condition,TRUE
238,POLITICS,Explainer: What is the Kalapani controversy between Nepal and India all about?,,OnlineKhabar,2019-11-11,none,Explainer: What is the Kalapani controversy between Nepal and India all about?,TRUE
239,POLITICS,Nepal's opposition politics has been a saga of opportunism,,Kathmandu Post,2023-03-07,none,Nepal's opposition politics has been a saga of opportunism,TRUE
240,POLITICS,"Agni Sapkota, a standing committee member of the ruling Nepal Communist Party, was elected Speaker of the House of Representatives on Sunday, despite",,Kathmandu Post,2020-01-26,none,"Agni Sapkota, a standing committee member of the ruling Nepal Communist Party, was elected Speaker of the House of Representatives on Sunday, despite",TRUE
241,POLITICS,Second Supreme Court setback for CPN (CPN-UML) in a year,,NepalAlert,2024-12-21,entity_swap,Second Supreme Court setback for CPN (Maoist Centre) in a year,Fake
242,POLITICAL,Chief whips agree to form probe committee on tampering of cooling-off period before Parliament meets,,Setopati,2025-07-03,none,Chief whips agree to form probe committee on tampering of cooling-off period before Parliament meets,TRUE
243,POLITICAL,Advocate Yuva Raj Safal arrested,,Setopati,2026-01-27,none,Advocate Yuva Raj Safal arrested,TRUE
244,POLITICAL,Has HoR passed a bill legalizing illegally amassed wealth?,,Setopati,2024-02-09,none,Has HoR passed a bill legalizing illegally amassed wealth?,TRUE
